receiver_id,sender_id,num_events,num_selected_receiver_loc,num_selected_local_continue,num_selected_teacher_guided,num_selected_same_origin_merge,rollback_rate,local_continue_accept_rate,teacher_guided_accept_rate,same_origin_merge_accept_rate,mean_best_alpha,mean_selected_val_loss,mean_delta_local_continue_vs_loc,mean_delta_teacher_guided_vs_loc,mean_delta_teacher_guided_vs_local_continue,mean_delta_same_origin_merge_vs_loc,mean_delta_same_origin_merge_vs_local_continue,mean_delta_same_origin_merge_vs_teacher_guided,mean_teacher_better_ratio_avg,mean_teacher_worse_ratio_avg,mean_positive_active_ratio_avg,mean_repulsion_active_ratio_avg,mean_positive_loss_avg,mean_repulsion_loss_avg
2,6,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0007771700190302532,8.808590354621756e-06,4.638302411402352e-05,3.7574433759401765e-05,-7.909047658617965e-06,-1.671763801323972e-05,-5.429207177264149e-05,0.4367048144340515,0.5632951855659485,0.4314964811007182,0.5582530697186788,0.00041764609482778243,0.001188685700297629
2,7,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.45,0.0009424986912542032,-0.00035714120291296367,-0.0003383711791513575,1.8770023761606094e-05,-0.00039191043255029444,-3.476922963733081e-05,-5.353925339893691e-05,0.5007186929384867,0.4992813169956207,0.49542103211085003,0.49417588114738464,0.0004935099783172299,0.0012171411109358138
2,8,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.48333333333333334,0.0007872692261150556,3.0514069150275786e-05,4.178553227400025e-06,-2.6335515922875762e-05,-3.8799621891499003e-05,-6.931369104177479e-05,-4.297817511889903e-05,0.46051310499509174,0.5394868850708008,0.4550198217233022,0.5340366164843241,0.00042899516666079963,0.0012476456660273818
3,1,3,1,1,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6166666666666667,0.0007591382625313742,0.00011170553915054397,8.227801423084124e-05,-2.942752491970274e-05,1.4530405958040055e-05,-9.717513319250392e-05,-6.774760827280117e-05,0.33287646373112995,0.6671234766642252,0.33014342188835144,0.6644040743509928,0.0012479784321680072,0.0005055078891713372
3,2,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.19999999999999998,0.0007929959761683937,5.7391933257711406e-05,4.928730479035586e-05,-8.104628467355547e-06,2.0169276448907643e-05,-3.722265680880377e-05,-2.911802834144822e-05,0.44899073243141174,0.5510092775026957,0.44380390644073486,0.545824666817983,0.0005562459765594196,0.0010626293928162785
3,4,3,3,0,0,0,1.0,0.0,0.0,0.0,0.8666666666666667,0.0008182691227350862,0.00010776509242309841,4.066753057821484e-05,-6.709756184488356e-05,3.7140031631740264e-05,-7.062506079135815e-05,-3.527498946474581e-06,0.44777823487917584,0.5522217551867167,0.44380248586336773,0.5477733214696249,0.0005978822019957231,0.0009894603816503892
3,5,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.26666666666666666,0.0007805414049556901,6.230482479960948e-05,7.258547825675879e-05,1.028065345714931e-05,5.021817650785852e-05,-1.2086648291750958e-05,-2.2367301748900268e-05,0.4160917003949483,0.5839082996050516,0.4123251636823018,0.5801700154940287,0.0007803511171079895,0.0008515715137661304
3,6,3,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.0008182691227350862,-0.0001381103783701851,-0.00013953851068065684,-1.42813231047172e-06,-0.00018570076288093132,-4.759038451074622e-05,-4.61622522002745e-05,0.42871126532554626,0.5712887644767761,0.42431821425755817,0.5667532086372375,0.0006280581874558879,0.0009592580741184221
3,7,3,2,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.21666666666666667,0.000788328649920832,5.343455042805494e-05,0.00012857675845875073,7.51422080306958e-05,4.4818817520976334e-05,-8.615732907078607e-06,-8.375794093777441e-05,0.43096713225046795,0.5690328677495321,0.4271734356880188,0.5651837587356567,0.0006772182698567262,0.0009209829854629649
3,8,2,2,0,0,0,1.0,0.0,0.0,0.0,0.875,0.0007655334281503677,6.51220332361909e-05,3.120850847756649e-05,-3.391352475862441e-05,2.899012751025697e-05,-3.613190572593393e-05,-2.2183809673095227e-06,0.4541274905204773,0.5458725094795227,0.4489270746707916,0.5407908260822296,0.0005039127768253949,0.0010764418999542748
