round,direction,receiver_id,selected_sender_id,receiver_local_update_executed,receiver_local_train_loss,receiver_local_val_loss,sender_local_train_loss,sender_local_val_loss,sender_id,val_loss_receiver_loc,val_loss_receiver_trans,val_loss_sender_copy_trans,val_loss_merged,accept_merge,rollback_to_local,rollback_reason,receiver_transfer_loss_avg,sender_copy_transfer_loss_avg,receiver_pred_loss_avg,sender_copy_pred_loss_avg,receiver_active_ratio_avg,sender_copy_active_ratio_avg,w_receiver,w_sender
31,Client1 -> Client2,2,1,False,,0.10752130027290636,0.002076466877775027,0.0018977136124637478,1,0.10752130027290636,0.002118473371561074,0.0020642701757005166,0.07733136354572964,True,False,,0.004044126558158658,0.0002525533793056518,0.005443818357697352,0.002006214860527718,0.6841015634302596,0.49846512626592304,472.0358032657661,484.4303654956375
32,Client7 -> Client2,2,7,False,,0.07733136354572964,0.0022231169465654547,0.002543990436299861,7,0.07733136354572964,0.0019434311551410426,0.0019613086783059615,0.09169711321277779,True,False,,0.0019198621229755367,0.0002365175121759241,0.0036188215858859417,0.002019208897054513,0.704328581985457,0.5285676891453174,514.5512110591413,509.8610496401963
33,Client8 -> Client2,2,8,False,,0.09169711321277779,0.002429672708995542,0.002365215164091852,8,0.09169711321277779,0.0020382710996537335,0.0019136763656810549,0.07660221714670108,True,False,,0.0034526789622796473,0.00034882714710728725,0.00519394626000015,0.0020845935252706916,0.6232063394068503,0.42864621757448274,490.6094650879516,522.55166673778
34,Client6 -> Client2,2,6,False,,0.07660221714670108,0.002250007847059397,0.0027464918206574376,6,0.07660221714670108,0.0020023836221044083,0.0019642652289516907,0.09414343874185928,True,False,,0.0029373459522393764,0.0002477504399407403,0.004760396510362382,0.002004075429482109,0.6943816481649208,0.5310425243432605,499.4023097961397,509.0936266266961
35,Client3 -> Client2,2,3,False,,0.09414343874185928,0.0023042304254937544,0.0024051242280793287,3,0.09414343874185928,0.002199521934089214,0.001974023507256186,0.0929651874237476,True,False,,0.004171070653113548,0.0003524120402542342,0.00589067981027302,0.0020205114106653763,0.7648430621468255,0.42455322086021025,454.6421829579309,506.57701418146297
36,Client5 -> Client2,2,5,False,,0.0929651874237476,0.0025156159250934135,0.002749728736371328,5,0.0929651874237476,0.0023911743499069648,0.0019591017947702917,0.12692333865396763,True,False,,0.0049288970522156994,0.0003562087998445925,0.006092607795799699,0.0019781714748675445,0.684648882777376,0.5294481593476958,418.2028039949775,510.43539356428164
37,Client7 -> Client2,2,7,False,,0.12692333865396763,0.002204439946600176,0.0039754387022896305,7,0.12692333865396763,0.0020495778945353467,0.001909286720407267,0.09963363357999233,True,False,,0.005182131068706999,0.00029117279239568376,0.00792061272164914,0.0019895490699876994,0.647764319561994,0.35387763844389564,487.9029597443567,523.7530601250353
38,Client5 -> Client2,2,5,False,,0.09963363357999233,0.0025322728311217976,0.0026426269963056256,5,0.09963363357999233,0.0020300315189045915,0.0021715349668961835,0.08081752092727108,True,False,,0.0034056289059304122,0.00033123160515538785,0.004866567036155978,0.0019535778226965647,0.6704185803154474,0.3735811341677769,492.60076244135104,460.5016314395334
39,Client9 -> Client2,2,9,False,,0.08081752092727108,0.002261351181291345,0.0031637047398517296,9,0.08081752092727108,0.002620052128320342,0.002021464517951652,0.13481371386383803,True,False,,0.0022405327021639233,0.0005519386254817591,0.0038900188314771322,0.002194829906337717,0.3986626371379253,0.4398781619624732,381.67033872630935,494.6884025099134
40,Client8 -> Client2,2,8,False,,0.13481371386383803,0.00235768873043956,0.002302351179053731,8,0.13481371386383803,0.0024478595930460295,0.0019243257977449102,0.09774050627828125,True,False,,0.004221790171732024,0.000427027966032107,0.00601512125600823,0.0020897067080795314,0.6472645932025084,0.46610189658682677,408.51849413907735,519.659822974701
